,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
68,1543197959.569979,-0.03608953950405121,-0.2594375072479248,-0.14611363468170166,-2.3281864656644435,-0.0145471367776876,-1.5362989180012236,1493,3411
69,1543197959.580016,-0.035689358019828796,-0.2594307973861694,-0.14631270198822022,-2.3292347105231594,-0.014210919859041436,-1.5363835864286302,1493,3411
70,1543197959.590007,-0.03523553094863891,-0.25945734615325927,-0.14646165122985838,-2.3303478640830697,-0.01455851381960842,-1.5361305083703471,1493,3411
71,1543197959.599982,-0.03458873176574707,-0.25946349887847897,-0.14674582719802856,-2.3327013388850544,-0.014796703386406993,-1.5360135142150235,1493,3411
72,1543197959.609979,-0.034098830103874204,-0.2594636199951172,-0.1469418423652649,-2.3335156538276047,-0.014729872035096668,-1.5359907565101754,1476,3431
73,1543197959.619979,-0.033386930727958675,-0.25946432247161866,-0.14723536853790284,-2.335010618613207,-0.014652769011892183,-1.536019663283008,1476,3431
74,1543197959.630011,-0.032906654810905454,-0.25944012336730954,-0.1474896771430969,-2.3361933139863904,-0.014328759979864233,-1.5361003501994799,1476,3431
75,1543197959.640006,-0.03239958789348602,-0.2594905563354492,-0.1476165347099304,-2.33738472820408,-0.014595126831332204,-1.535917650819834,1476,3431
76,1543197959.650019,-0.03176537878513336,-0.2594927848815918,-0.14786764583587647,-2.3393597425594725,-0.014992793755200563,-1.5367529267355997,1476,3431
77,1543197959.659986,-0.031245497727394104,-0.2594900234222412,-0.1480653203010559,-2.339947292045795,-0.014749027138790076,-1.536035595664478,1476,3431
78,1543197959.669979,-0.030766305804252624,-0.2595172504425049,-0.148265150642395,-2.3415982630435144,-0.014986891567764022,-1.537029345940621,1458,3451
79,1543197959.680012,-0.030372261905670165,-0.25952422676086423,-0.14841842374801636,-2.342698129093192,-0.01500716911588905,-1.536631444017683,1458,3451
80,1543197959.690007,-0.030037668108940124,-0.25956884613037107,-0.14846156549453735,-2.3439315342925795,-0.015662491176728004,-1.5372013219386718,1458,3451
81,1543197959.700018,-0.029529517197608948,-0.2595669567108154,-0.14867774658203126,-2.345774286915285,-0.015753052512164332,-1.536935065488231,1458,3451
82,1543197959.709985,-0.029218323135375975,-0.25954275760650636,-0.14886702766418455,-2.3470362177092734,-0.015325062478063338,-1.5377215671860207,1458,3451
83,1543197959.719978,-0.028498920583724975,-0.2595601741790771,-0.14908452892303467,-2.348626178239543,-0.015253314337906602,-1.5376093936308655,1458,3451
84,1543197959.730007,-0.028093167734146118,-0.2595682647705078,-0.14922114849090576,-2.349408690217322,-0.015550450085774664,-1.5378946622789402,1458,3451
85,1543197959.739979,-0.027554456067085266,-0.25959864082336426,-0.14938196716308594,-2.350800539037623,-0.015490439249253203,-1.5378224131628244,1442,3467
86,1543197959.749971,-0.02686559610366821,-0.2596160816192627,-0.14963198823928833,-2.3523624173925644,-0.016128822475509532,-1.5381376255853174,1442,3467
87,1543197959.760007,-0.026292956638336182,-0.2596484924316406,-0.14977411861419676,-2.3535016953383003,-0.016041887841902424,-1.5379476437529194,1442,3467
88,1543197959.770007,-0.025654036092758178,-0.25965350666046144,-0.1499905177116394,-2.354835066766606,-0.016446848741142862,-1.5378522630781126,1442,3467
89,1543197959.780009,-0.025227672219276426,-0.2596502365112305,-0.1501631694793701,-2.3563851473473107,-0.015875459178610187,-1.5382323516139669,1442,3467
90,1543197959.790012,-0.024796849739551544,-0.25966302642822264,-0.15026659097671508,-2.3579228584450136,-0.01602192572668651,-1.5380207046123446,1442,3467
